API Number,Operator,Lease Name,Well Number,County,District,Well Type,Status,Permit Date,Completion Date,Formation,Total Depth,Lateral Length,IP Oil (bbl/day),IP Gas (mcf/day),Total Oil (12mo),Total Gas (12mo),Ownership Count,Lease Count,Has Frac Data
42-479-73630-02,"Surge Energy","Block B",35,WEBB,04,Injection,Completed,2025-01-15,,,6166,,,,0,0,1,0,No
42-269-40517-04,"Ovintiv","Fasken Ranch",31H,LOVING,08,Oil & Gas,Active,2025-01-14,,,8231,,,,0,0,1,0,No
42-475-62925-38,"Surge Energy","Dimmit County Oil",1H,WARD,08,Gas,Completed,2025-01-13,,,7622,,,,0,0,0,0,No
42-130-76730-56,"ConocoPhillips","Spraberry Deep",42H,ECTOR,08,Oil,Active,2025-01-13,,,7198,,,,0,0,0,0,No
42-239-17021-61,"Devon Energy","Pecos Valley",45H,KARNES,01,Gas,Expired,2025-01-11,,,5838,,,,0,0,0,1,No
42-127-74736-04,"EOG Resources","Wolfcamp Ranch",24H,DIMMIT,01,Oil,Active,2025-01-11,,,7494,,,,0,0,0,1,No
42-221-46735-69,"Chevron USA","King Ranch Unit",35H,HOWARD,08,Injection,Completed,2025-01-09,,,10429,,,,0,0,0,0,No
42-127-52993-47,"Endeavor Energy Resources","Block 42",45H,DIMMIT,01,Oil,Expired,2025-01-09,,,11655,,,,0,0,0,0,No
42-239-91980-67,"Marathon Oil","Block B",37H,KARNES,01,Gas,Completed,2025-01-06,,,5911,,,,0,0,0,0,No
42-353-80483-75,"Pioneer Natural Resources","Webb County Gas",39,PECOS,08,Oil & Gas,Active,2025-01-04,,,5998,,,,0,0,0,0,No
42-127-21709-99,"SM Energy","Block 31",15,DIMMIT,01,Oil,Active,2025-01-03,,,13924,,,,0,0,2,0,No
42-127-62816-34,"Chevron USA","Wolfcamp Ranch",19H,DIMMIT,01,Oil,Permitted,2024-12-31,,,9772,,,,0,0,0,0,No
42-269-84237-15,"Endeavor Energy Resources","DeWitt Shale",48,LOVING,08,Oil,Expired,2024-12-29,,,10151,,,,0,0,1,0,No
42-317-19930-71,"Centennial Resource Development","Big Lake",9H,MIDLAND,08,Gas,Permitted,2024-12-29,,,9633,,,,0,0,2,1,No
42-130-71818-99,"Chevron USA","Eagle Ford Unit",24,ECTOR,08,Injection,Expired,2024-12-28,,,7647,,,,0,0,0,1,No
42-353-43686-19,"Occidental Petroleum","Avalon Shale",45H,PECOS,08,Gas,Permitted,2024-12-25,,,9632,,,,0,0,0,0,No
42-130-10336-48,"Marathon Oil","TXL Ranch",5H,ECTOR,08,Oil,Active,2024-12-22,,,13643,,,,0,0,0,1,No
42-317-52381-82,"Centennial Resource Development","Block A",24,MIDLAND,08,Injection,Expired,2024-12-19,,,6012,,,,0,0,2,1,No
42-353-74945-60,"Occidental Petroleum","Pecos Valley",24H,PECOS,08,Oil & Gas,Expired,2024-12-18,,,8363,,,,0,0,0,0,No
42-239-28286-42,"ConocoPhillips","Block B",45,KARNES,01,Oil,Permitted,2024-12-16,,,10475,,,,0,0,1,1,No
42-479-23278-12,"Occidental Petroleum","University 8",35H,WEBB,04,Injection,Expired,2024-12-16,,,5222,,,,0,0,0,0,No
42-239-55745-16,"Fasken Oil and Ranch","Yates Pool",40H,KARNES,01,Oil,Expired,2024-12-16,,,10669,,,,0,0,0,0,No
42-479-83183-56,"Diamondback Energy","Webb County Gas",39,WEBB,04,Gas,Completed,2024-12-12,,,11658,,,,0,0,1,1,No
42-475-12205-01,"Surge Energy","Martin Ranch",24H,WARD,08,Gas,Expired,2024-12-12,,,9417,,,,0,0,0,1,No
42-479-56051-73,"Apache Corporation","San Andres",18,WEBB,04,Gas,Permitted,2024-12-09,,,8996,,,,0,0,0,0,No
42-239-90136-82,"Diamondback Energy","Block 31",19,KARNES,01,Injection,Permitted,2024-12-08,,,8112,,,,0,0,1,1,No
42-123-79178-63,"Centennial Resource Development","South Texas Unit",3H,DEWITT,01,Oil,Permitted,2024-12-06,,,5733,,,,0,0,0,0,No
42-303-99880-08,"Devon Energy","Cowden Ranch",3,MARTIN,08,Oil,Expired,2024-12-05,,,13669,,,,0,0,0,0,No
42-371-51332-26,"SM Energy","Martin Ranch",11,REEVES,08,Gas,Permitted,2024-12-05,,,7513,,,,0,0,0,0,No
42-123-21510-84,"ConocoPhillips","Spraberry Trend",3H,DEWITT,01,Injection,Permitted,2024-12-04,,,11835,,,,0,0,0,0,No
42-221-75052-84,"Diamondback Energy","Webb County Gas",16,HOWARD,08,Oil & Gas,Active,2024-12-03,,,10159,,,,0,0,0,0,No
42-371-95118-62,"Devon Energy","Big Lake",22H,REEVES,08,Oil & Gas,Active,2024-12-03,,,11573,,,,0,0,0,1,No
42-479-25648-48,"ConocoPhillips","University 8",49,WEBB,04,Oil & Gas,Completed,2024-12-02,,,13073,,,,0,0,1,1,No
42-269-32018-10,"Pioneer Natural Resources","Eagle Ford Unit",12,LOVING,08,Oil & Gas,Permitted,2024-11-29,,,7005,,,,0,0,0,2,No
42-303-52289-38,"Chevron USA","McElroy Ranch",29,MARTIN,08,Oil,Completed,2024-11-28,,,13886,,,,0,0,0,0,No
42-239-41545-07,"Marathon Oil","Fasken Ranch",4,KARNES,01,Oil,Completed,2024-11-27,,,6154,,,,0,0,0,0,No
42-353-93355-65,"Pioneer Natural Resources","South Texas Unit",3,PECOS,08,Injection,Expired,2024-11-26,,,5296,,,,0,0,1,0,No
42-371-86440-88,"Centennial Resource Development","Loving County Ranch",8H,REEVES,08,Gas,Completed,2024-11-24,,,7844,,,,0,0,1,0,No
42-479-18835-14,"Pioneer Natural Resources","Howard Draw",35H,WEBB,04,Injection,Permitted,2024-11-22,,,7247,,,,0,0,0,0,No
42-475-56655-27,"Ovintiv","Fasken Ranch",19H,WARD,08,Injection,Expired,2024-11-22,,,6592,,,,0,0,0,0,No
42-479-20108-62,"Mewbourne Oil Company","Webb County Gas",38H,WEBB,04,Gas,Active,2024-11-18,,,10448,,,,0,0,0,0,No
42-317-96185-70,"Chevron USA","Goldsmith",23H,MIDLAND,08,Gas,Completed,2024-11-15,,,13870,,,,0,0,0,0,No
42-130-58025-85,"Fasken Oil and Ranch","University 8",15,ECTOR,08,Oil & Gas,Completed,2024-11-15,,,8787,,,,0,0,0,0,No
42-317-27011-60,"Pioneer Natural Resources","Hendrick",1,MIDLAND,08,Oil & Gas,Active,2024-11-13,,,7243,,,,0,0,0,2,No
42-317-33654-84,"Fasken Oil and Ranch","Dimmit County Oil",22H,MIDLAND,08,Oil,Expired,2024-11-09,,,11690,,,,0,0,0,1,No
42-239-80495-86,"SM Energy","Midland Basin",46H,KARNES,01,Oil & Gas,Active,2024-11-09,,,10904,,,,0,0,0,2,No
42-239-10068-51,"ConocoPhillips","Ward County Unit",33H,KARNES,01,Injection,Completed,2024-11-05,,,8123,,,,0,0,0,0,No
42-353-37096-08,"Pioneer Natural Resources","Hendrick",24H,PECOS,08,Injection,Permitted,2024-11-01,,,6427,,,,0,0,2,2,No
42-130-29834-97,"SM Energy","Yates Pool",46,ECTOR,08,Gas,Completed,2024-10-31,,,11294,,,,0,0,1,0,No
42-123-98798-84,"Chevron USA","Clearfork",5H,DEWITT,01,Gas,Active,2024-10-30,,,7453,,,,0,0,0,1,No
42-353-32002-30,"Callon Petroleum","Delaware Basin",14H,PECOS,08,Gas,Active,2024-10-29,,,11014,,,,0,0,0,0,No
42-269-82377-52,"Diamondback Energy","Dimmit County Oil",15,LOVING,08,Oil,Permitted,2024-10-28,,,10315,,,,0,0,0,0,No
42-317-92153-12,"Marathon Oil","Yates Pool",3,MIDLAND,08,Injection,Active,2024-10-27,,,7665,,,,0,0,1,0,No
42-130-32212-88,"Ovintiv","Mabee Ranch",29,ECTOR,08,Injection,Active,2024-10-25,,,12710,,,,0,0,0,0,No
42-479-78644-23,"EOG Resources","State Lands",15H,WEBB,04,Oil,Completed,2024-10-23,,,13025,,,,0,0,0,0,No
42-239-42644-48,"EOG Resources","Spraberry Trend",14H,KARNES,01,Oil,Completed,2024-10-22,,,11280,,,,0,0,0,1,No
42-303-60762-17,"Ovintiv","Martin Ranch",25H,MARTIN,08,Injection,Active,2024-10-22,,,7575,,,,0,0,0,0,No
42-239-98256-21,"Occidental Petroleum","Fasken Ranch",41,KARNES,01,Injection,Completed,2024-10-21,,,12025,,,,0,0,0,0,No
42-123-83478-06,"Surge Energy","King Ranch Unit",6,DEWITT,01,Injection,Completed,2024-10-18,,,9792,,,,0,0,1,0,No
42-127-47270-82,"Devon Energy","Clearfork",7,DIMMIT,01,Injection,Expired,2024-10-18,,,5442,,,,0,0,1,1,No
42-371-97027-83,"Occidental Petroleum","Fasken Ranch",2H,REEVES,08,Oil & Gas,Completed,2024-10-18,,,10078,,,,0,0,0,0,No
42-130-33319-05,"Devon Energy","Howard Draw",9H,ECTOR,08,Oil & Gas,Expired,2024-10-17,,,5863,,,,0,0,1,0,No
42-130-30325-92,"CrownQuest Operating","Section 12",30H,ECTOR,08,Oil & Gas,Completed,2024-10-13,,,10113,,,,0,0,0,1,No
42-269-98063-51,"Apache Corporation","University Lands",17H,LOVING,08,Oil & Gas,Permitted,2024-10-13,,,8644,,,,0,0,2,0,No
42-239-57091-58,"Ovintiv","Goldsmith",46,KARNES,01,Gas,Active,2024-10-12,,,13874,,,,0,0,0,0,No
42-239-31639-18,"Marathon Oil","Andrews Unit",49H,KARNES,01,Injection,Active,2024-10-12,,,8202,,,,0,0,1,0,No
42-303-19093-73,"ExxonMobil","Block 31",17,MARTIN,08,Oil & Gas,Permitted,2024-10-11,,,6832,,,,0,0,0,0,No
42-123-83023-92,"Fasken Oil and Ranch","DeWitt Shale",49H,DEWITT,01,Gas,Permitted,2024-10-11,,,8399,,,,0,0,0,1,No
42-269-93900-68,"Callon Petroleum","University 8",27,LOVING,08,Oil,Completed,2024-10-10,,,9426,,,,0,0,0,1,No
42-127-14424-72,"Endeavor Energy Resources","Permian Basin",38,DIMMIT,01,Injection,Completed,2024-10-10,,,7432,,,,0,0,0,1,No
42-317-13222-39,"CrownQuest Operating","Loving County Ranch",14H,MIDLAND,08,Injection,Completed,2024-10-09,,,6934,,,,0,0,0,0,No
42-127-68130-24,"Surge Energy","Karnes Trough",5,DIMMIT,01,Gas,Permitted,2024-10-08,,,11510,,,,0,0,0,0,No
42-130-19760-57,"ConocoPhillips","Loving County Ranch",12,ECTOR,08,Oil,Active,2024-10-06,,,11088,,,,0,0,0,1,No
42-130-71914-86,"Devon Energy","Clearfork",6,ECTOR,08,Oil,Expired,2024-10-05,,,8309,,,,0,0,0,0,No
42-479-90948-13,"ExxonMobil","Bone Spring",50H,WEBB,04,Oil,Permitted,2024-10-05,,,10824,,,,0,0,0,0,No
42-317-74632-21,"Callon Petroleum","Block 42",37,MIDLAND,08,Oil,Active,2024-10-04,,,6323,,,,0,0,0,0,No
42-221-34373-44,"Apache Corporation","Yates Pool",33H,HOWARD,08,Oil & Gas,Completed,2024-10-03,,,7701,,,,0,0,0,0,No
42-353-96543-04,"Centennial Resource Development","Karnes Trough",50H,PECOS,08,Oil,Completed,2024-10-03,,,10408,,,,0,0,0,0,No
42-475-17514-61,"Centennial Resource Development","Cowden Ranch",1,WARD,08,Injection,Expired,2024-09-30,,,7403,,,,0,0,0,1,No
42-353-26890-64,"ConocoPhillips","Karnes Trough",46H,PECOS,08,Oil,Active,2024-09-29,,,11428,,,,0,0,0,0,No
42-353-31111-97,"Fasken Oil and Ranch","Block 31",40,PECOS,08,Oil,Permitted,2024-09-28,,,9238,,,,0,0,0,0,No
42-239-92540-78,"Centennial Resource Development","Yates Pool",31H,KARNES,01,Gas,Expired,2024-09-27,,,12847,,,,0,0,0,1,No
42-127-70015-28,"SM Energy","Delaware Basin",16,DIMMIT,01,Injection,Expired,2024-09-26,,,5872,,,,0,0,0,0,No
42-123-69224-85,"Occidental Petroleum","San Andres",20,DEWITT,01,Injection,Permitted,2024-09-25,,,8635,,,,0,0,0,0,No
42-123-63276-47,"Marathon Oil","Spraberry Trend",20,DEWITT,01,Injection,Permitted,2024-09-25,,,9923,,,,0,0,0,0,No
42-479-72151-55,"Marathon Oil","Section 12",47H,WEBB,04,Oil,Expired,2024-09-25,,,9877,,,,0,0,1,1,No
42-303-73999-96,"CrownQuest Operating","Avalon Shale",17,MARTIN,08,Gas,Completed,2024-09-23,,,7398,,,,0,0,0,0,No
42-317-51073-33,"Apache Corporation","Spraberry Deep",24,MIDLAND,08,Gas,Expired,2024-09-23,,,5868,,,,0,0,0,0,No
42-239-96270-35,"Centennial Resource Development","Mabee Ranch",25H,KARNES,01,Oil,Completed,2024-09-22,,,5629,,,,0,0,0,0,No
42-371-21779-50,"Ovintiv","Mabee Ranch",47,REEVES,08,Gas,Completed,2024-09-19,,,7430,,,,0,0,1,0,No
42-127-88465-27,"Surge Energy","Goldsmith",27,DIMMIT,01,Injection,Completed,2024-09-15,,,7247,,,,0,0,1,0,No
42-127-94575-46,"Marathon Oil","Hendrick",21,DIMMIT,01,Injection,Active,2024-09-15,,,9821,,,,0,0,1,0,No
42-479-79579-35,"EOG Resources","Bass Ranch",12H,WEBB,04,Gas,Permitted,2024-09-14,,,8157,,,,0,0,0,0,No
42-123-54073-68,"Marathon Oil","University Lands",3,DEWITT,01,Injection,Permitted,2024-09-10,,,9451,,,,0,0,2,0,No
42-317-53057-68,"ConocoPhillips","Dimmit County Oil",18,MIDLAND,08,Oil,Expired,2024-09-10,,,5770,,,,0,0,0,0,No
42-303-28547-22,"Mewbourne Oil Company","Karnes Trough",42H,MARTIN,08,Oil & Gas,Completed,2024-09-08,,,12702,,,,0,0,0,0,No
42-130-15436-79,"Laredo Petroleum","McElroy Ranch",6,ECTOR,08,Oil,Expired,2024-09-08,,,11520,,,,0,0,0,0,No
42-127-51400-04,"Chevron USA","Big Lake",12H,DIMMIT,01,Oil,Completed,2024-09-07,,,9759,,,,0,0,1,0,No
42-130-34043-56,"Marathon Oil","Andrews Unit",27,ECTOR,08,Oil & Gas,Expired,2024-09-06,,,10227,,,,0,0,0,0,No
42-303-96154-14,"Marathon Oil","Andrews Unit",30H,MARTIN,08,Injection,Permitted,2024-09-05,,,9368,,,,0,0,2,0,No
42-371-95287-53,"EOG Resources","Loving County Ranch",27,REEVES,08,Oil,Active,2024-09-04,,,10531,,,,0,0,1,0,No
42-371-63494-77,"Centennial Resource Development","Pecos Valley",21,REEVES,08,Injection,Active,2024-09-04,,,5103,,,,0,0,0,1,No
42-221-75348-17,"Chevron USA","University Lands",16,HOWARD,08,Gas,Expired,2024-09-03,,,9247,,,,0,0,0,0,No
42-317-98816-80,"SM Energy","Webb County Gas",28H,MIDLAND,08,Oil,Permitted,2024-09-02,,,13853,,,,0,0,0,0,No
42-127-74143-24,"Devon Energy","DeWitt Shale",46H,DIMMIT,01,Oil,Active,2024-09-01,,,11343,,,,0,0,0,0,No
42-371-93081-32,"Laredo Petroleum","Block A",12,REEVES,08,Oil & Gas,Expired,2024-09-01,,,13567,,,,0,0,0,1,No
42-353-25651-00,"Chevron USA","Cowden Ranch",34H,PECOS,08,Oil & Gas,Permitted,2024-09-01,,,11833,,,,0,0,0,0,No
42-123-95239-17,"ExxonMobil","Cowden Ranch",44,DEWITT,01,Injection,Completed,2024-08-31,,,8674,,,,0,0,0,0,No
42-127-11749-68,"Ovintiv","University Lands",31,DIMMIT,01,Injection,Active,2024-08-30,,,10198,,,,0,0,0,0,No
42-221-86683-78,"Devon Energy","Bass Ranch",14,HOWARD,08,Oil & Gas,Active,2024-08-30,,,9535,,,,0,0,0,0,No
42-123-44560-64,"Chevron USA","Hendrick",2H,DEWITT,01,Injection,Active,2024-08-28,,,12574,,,,0,0,0,0,No
42-479-21641-72,"CrownQuest Operating","Block A",9,WEBB,04,Injection,Completed,2024-08-26,,,5877,,,,0,0,1,0,No
42-130-97937-81,"Laredo Petroleum","King Ranch Unit",45,ECTOR,08,Gas,Expired,2024-08-25,,,12703,,,,0,0,0,0,No
42-130-25639-62,"Mewbourne Oil Company","Block B",46,ECTOR,08,Injection,Active,2024-08-24,,,7985,,,,0,0,0,0,No
42-317-20949-52,"Marathon Oil","Dimmit County Oil",1H,MIDLAND,08,Oil,Completed,2024-08-24,,,6622,,,,0,0,0,2,No
42-371-66433-56,"EOG Resources","University 8",50H,REEVES,08,Oil & Gas,Active,2024-08-21,,,5077,,,,0,0,0,0,No
42-221-37112-03,"Fasken Oil and Ranch","Dimmit County Oil",19,HOWARD,08,Oil & Gas,Completed,2024-08-21,,,6911,,,,0,0,0,0,No
42-239-86804-71,"CrownQuest Operating","TXL Ranch",13H,KARNES,01,Oil,Active,2024-08-21,,,9236,,,,0,0,0,0,No
42-303-36008-11,"Pioneer Natural Resources","Bass Ranch",30H,MARTIN,08,Oil & Gas,Expired,2024-08-20,,,11938,,,,0,0,0,0,No
42-127-42610-77,"Surge Energy","Block 42",43H,DIMMIT,01,Injection,Completed,2024-08-19,,,10558,,,,0,0,1,0,No
42-371-78551-85,"Callon Petroleum","Karnes Trough",47,REEVES,08,Oil,Completed,2024-08-17,,,12490,,,,0,0,0,0,No
42-353-31076-50,"Laredo Petroleum","Clearfork",27,PECOS,08,Oil,Completed,2024-08-17,,,7031,,,,0,0,3,1,No
42-239-58404-57,"ConocoPhillips","University Lands",1H,KARNES,01,Oil & Gas,Active,2024-08-16,,,10340,,,,0,0,1,0,No
42-317-68859-22,"Pioneer Natural Resources","Howard Draw",41H,MIDLAND,08,Gas,Permitted,2024-08-15,,,9429,,,,0,0,0,0,No
42-127-73025-64,"Endeavor Energy Resources","University 8",14H,DIMMIT,01,Oil,Completed,2024-08-11,,,12064,,,,0,0,1,0,No
42-123-50874-99,"Devon Energy","Permian Basin",45,DEWITT,01,Oil,Permitted,2024-08-11,,,8385,,,,0,0,1,0,No
42-130-59842-57,"Chevron USA","Mabee Ranch",36H,ECTOR,08,Gas,Expired,2024-08-09,,,8706,,,,0,0,1,0,No
42-371-41890-39,"EOG Resources","Midland Basin",32,REEVES,08,Oil,Expired,2024-08-09,,,9565,,,,0,0,0,0,No
42-371-80373-81,"Surge Energy","Howard Draw",13H,REEVES,08,Oil,Expired,2024-08-08,,,12160,,,,0,0,0,0,No
42-317-73388-44,"Mewbourne Oil Company","Block 31",12H,MIDLAND,08,Oil,Completed,2024-08-06,,,7397,,,,0,0,1,1,No
42-371-86543-30,"Marathon Oil","Block 31",48,REEVES,08,Injection,Expired,2024-08-05,,,8012,,,,0,0,0,0,No
42-303-93699-86,"Marathon Oil","Block B",38H,MARTIN,08,Oil,Completed,2024-08-03,,,9527,,,,0,0,0,1,No
42-127-79407-81,"EOG Resources","Karnes Trough",41H,DIMMIT,01,Oil,Active,2024-08-01,,,7056,,,,0,0,1,0,No
42-479-10813-69,"Ovintiv","Goldsmith",41,WEBB,04,Injection,Completed,2024-07-31,,,8938,,,,0,0,0,0,No
42-130-15780-48,"Chevron USA","Andrews Unit",30,ECTOR,08,Oil & Gas,Active,2024-07-31,,,8643,,,,0,0,0,0,No
42-221-90164-57,"Apache Corporation","Delaware Basin",15H,HOWARD,08,Oil & Gas,Expired,2024-07-31,,,10350,,,,0,0,0,0,No
42-353-61906-09,"Mewbourne Oil Company","Permian Basin",5H,PECOS,08,Injection,Permitted,2024-07-30,,,12061,,,,0,0,1,0,No
42-479-26550-72,"Endeavor Energy Resources","Andrews Unit",28,WEBB,04,Injection,Active,2024-07-30,,,12594,,,,0,0,0,0,No
42-479-18316-79,"Marathon Oil","University 8",43H,WEBB,04,Gas,Completed,2024-07-29,,,12652,,,,0,0,0,0,No
42-371-88305-94,"Pioneer Natural Resources","Andrews Unit",28,REEVES,08,Injection,Active,2024-07-27,,,7482,,,,0,0,0,0,No
42-479-63098-16,"Centennial Resource Development","Mabee Ranch",25H,WEBB,04,Oil & Gas,Permitted,2024-07-26,,,7073,,,,0,0,0,1,No
42-317-84212-35,"CrownQuest Operating","University Lands",33H,MIDLAND,08,Gas,Permitted,2024-07-24,,,6990,,,,0,0,0,1,No
42-130-62381-43,"ExxonMobil","University 8",24,ECTOR,08,Oil & Gas,Completed,2024-07-23,,,10661,,,,0,0,0,1,No
42-353-24363-09,"Fasken Oil and Ranch","Karnes Trough",45H,PECOS,08,Injection,Completed,2024-07-23,,,6675,,,,0,0,0,1,No
42-239-89016-73,"SM Energy","Wolfcamp Ranch",25,KARNES,01,Oil & Gas,Active,2024-07-22,,,12063,,,,0,0,0,1,No
42-127-94896-50,"Occidental Petroleum","Mabee Ranch",29H,DIMMIT,01,Gas,Active,2024-07-22,,,7353,,,,0,0,1,0,No
42-239-16255-79,"Ovintiv","San Andres",49H,KARNES,01,Gas,Expired,2024-07-20,,,8373,,,,0,0,0,0,No
42-371-66965-92,"CrownQuest Operating","Martin Ranch",24,REEVES,08,Oil,Completed,2024-07-18,,,6942,,,,0,0,0,0,No
42-353-76428-25,"Devon Energy","State Lands",2,PECOS,08,Gas,Expired,2024-07-15,,,6972,,,,0,0,1,0,No
42-353-98627-99,"Pioneer Natural Resources","Block 31",20,PECOS,08,Oil & Gas,Expired,2024-07-15,,,12578,,,,0,0,1,0,No
42-317-62448-59,"SM Energy","Mabee Ranch",19H,MIDLAND,08,Injection,Completed,2024-07-14,,,13677,,,,0,0,1,0,No
42-269-57537-03,"EOG Resources","Martin Ranch",14,LOVING,08,Gas,Active,2024-07-13,,,10533,,,,0,0,0,0,No
42-269-69728-17,"Surge Energy","Block 42",41,LOVING,08,Injection,Active,2024-07-10,,,9472,,,,0,0,0,0,No
42-353-42269-41,"Surge Energy","King Ranch Unit",12H,PECOS,08,Oil & Gas,Active,2024-07-10,,,5483,,,,0,0,1,1,No
42-303-19332-03,"Callon Petroleum","Martin Ranch",21,MARTIN,08,Oil & Gas,Active,2024-07-08,,,5425,,,,0,0,0,0,No
42-269-42624-80,"EOG Resources","Cowden Ranch",50H,LOVING,08,Gas,Active,2024-07-07,,,12829,,,,0,0,2,0,No
42-303-89181-02,"EOG Resources","DeWitt Shale",18,MARTIN,08,Oil & Gas,Completed,2024-07-04,,,7465,,,,0,0,0,0,No
42-269-46104-37,"CrownQuest Operating","Block 31",4H,LOVING,08,Oil,Completed,2024-07-02,,,5149,,,,0,0,1,0,No
42-130-81669-90,"CrownQuest Operating","Webb County Gas",10,ECTOR,08,Oil,Expired,2024-06-29,,,13647,,,,0,0,0,0,No
42-130-82942-99,"Mewbourne Oil Company","Howard Draw",33H,ECTOR,08,Injection,Permitted,2024-06-25,,,5572,,,,0,0,0,0,No
42-239-97482-54,"Callon Petroleum","Clearfork",7,KARNES,01,Gas,Expired,2024-06-24,,,10590,,,,0,0,0,0,No
42-123-96390-52,"Pioneer Natural Resources","Midland Basin",43,DEWITT,01,Injection,Expired,2024-06-23,,,7199,,,,0,0,1,1,No
42-353-11412-19,"Surge Energy","Loving County Ranch",9,PECOS,08,Oil,Permitted,2024-06-22,,,7275,,,,0,0,0,0,No
42-221-53065-06,"CrownQuest Operating","Karnes Trough",1H,HOWARD,08,Gas,Completed,2024-06-20,,,8962,,,,0,0,0,0,No
42-123-46448-19,"Occidental Petroleum","Midland Basin",13,DEWITT,01,Oil,Expired,2024-06-19,,,9975,,,,0,0,1,0,No
42-303-26922-12,"Surge Energy","King Ranch Unit",17,MARTIN,08,Oil,Active,2024-06-18,,,9208,,,,0,0,0,0,No
42-221-75157-00,"Devon Energy","State Lands",44H,HOWARD,08,Oil,Active,2024-06-17,,,8842,,,,0,0,0,0,No
42-317-51306-57,"Apache Corporation","Dimmit County Oil",43,MIDLAND,08,Injection,Completed,2024-06-16,,,8563,,,,0,0,0,0,No
42-269-10155-92,"Surge Energy","Karnes Trough",50,LOVING,08,Injection,Expired,2024-06-15,,,12926,,,,0,0,0,0,No
42-127-95998-81,"Endeavor Energy Resources","Spraberry Trend",31H,DIMMIT,01,Oil,Completed,2024-06-14,,,7782,,,,0,0,0,1,No
42-123-46085-67,"Diamondback Energy","Karnes Trough",7,DEWITT,01,Gas,Completed,2024-06-08,,,6627,,,,0,0,0,0,No
42-127-17152-44,"SM Energy","Loving County Ranch",23H,DIMMIT,01,Oil & Gas,Active,2024-06-06,,,5367,,,,0,0,1,0,No
42-123-23371-54,"EOG Resources","TXL Ranch",48H,DEWITT,01,Gas,Permitted,2024-06-06,,,5341,,,,0,0,0,0,No
42-127-96615-85,"ExxonMobil","Goldsmith",7,DIMMIT,01,Injection,Active,2024-06-04,,,8458,,,,0,0,0,0,No
42-317-47518-39,"CrownQuest Operating","Eagle Ford Unit",37H,MIDLAND,08,Gas,Expired,2024-06-04,,,9119,,,,0,0,1,0,No
42-479-70528-42,"Chevron USA","San Andres",7,WEBB,04,Oil,Expired,2024-06-03,,,13502,,,,0,0,0,0,No
42-123-14584-94,"Surge Energy","King Ranch Unit",40H,DEWITT,01,Gas,Completed,2024-06-01,,,10708,,,,0,0,0,0,No
42-127-52244-32,"Chevron USA","South Texas Unit",38,DIMMIT,01,Oil & Gas,Completed,2024-06-01,,,10164,,,,0,0,0,0,No
42-303-33649-58,"CrownQuest Operating","Spraberry Trend",50H,MARTIN,08,Oil,Active,2024-05-31,,,6454,,,,0,0,1,0,No
42-371-45656-91,"Devon Energy","Spraberry Trend",38,REEVES,08,Gas,Expired,2024-05-26,,,9143,,,,0,0,0,2,No
42-239-51019-61,"Laredo Petroleum","King Ranch Unit",34H,KARNES,01,Injection,Completed,2024-05-25,,,5195,,,,0,0,0,0,No
42-371-94679-84,"Chevron USA","Block 42",46,REEVES,08,Oil & Gas,Expired,2024-05-24,,,6559,,,,0,0,0,1,No
42-317-73043-49,"Marathon Oil","Loving County Ranch",6H,MIDLAND,08,Oil,Expired,2024-05-24,,,9622,,,,0,0,0,1,No
42-317-21848-45,"Pioneer Natural Resources","Bass Ranch",49H,MIDLAND,08,Oil,Completed,2024-05-22,,,9207,,,,0,0,0,0,No
42-221-87557-80,"EOG Resources","TXL Ranch",35H,HOWARD,08,Oil,Expired,2024-05-21,,,9753,,,,0,0,0,0,No
42-123-49039-70,"Apache Corporation","Dimmit County Oil",10,DEWITT,01,Injection,Permitted,2024-05-20,,,12767,,,,0,0,0,1,No
42-303-45090-57,"EOG Resources","Loving County Ranch",10,MARTIN,08,Gas,Active,2024-05-20,,,7976,,,,0,0,0,0,No
42-479-80842-99,"ConocoPhillips","Fasken Ranch",44H,WEBB,04,Injection,Permitted,2024-05-19,,,9057,,,,0,0,3,0,No
42-123-49354-63,"Ovintiv","South Texas Unit",49H,DEWITT,01,Injection,Expired,2024-05-19,,,11859,,,,0,0,1,0,No
42-221-34454-16,"Devon Energy","McElroy Ranch",30,HOWARD,08,Oil,Active,2024-05-18,,,5148,,,,0,0,0,1,No
42-239-54188-35,"Centennial Resource Development","Spraberry Deep",9,KARNES,01,Oil,Completed,2024-05-18,,,10141,,,,0,0,0,0,No
42-303-55276-92,"Devon Energy","Big Lake",18,MARTIN,08,Injection,Completed,2024-05-17,,,9807,,,,0,0,0,0,No
42-123-60260-11,"Endeavor Energy Resources","University 8",16H,DEWITT,01,Injection,Permitted,2024-05-16,,,5393,,,,0,0,0,0,No
42-130-30634-62,"ExxonMobil","Spraberry Deep",14H,ECTOR,08,Oil & Gas,Active,2024-05-15,,,9087,,,,0,0,0,1,No
42-221-57404-30,"ConocoPhillips","Loving County Ranch",19,HOWARD,08,Oil & Gas,Expired,2024-05-13,,,6974,,,,0,0,0,0,No
42-239-88502-91,"Occidental Petroleum","Loving County Ranch",22,KARNES,01,Gas,Expired,2024-05-13,,,12916,,,,0,0,0,0,No
42-239-66153-39,"Mewbourne Oil Company","Block B",14,KARNES,01,Injection,Expired,2024-05-10,,,8593,,,,0,0,1,0,No
